imgpath,label,label_index,fold
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_380.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_591.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_452.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_503.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_211.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_017.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_255.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_351.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_065.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_023.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_038.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_665.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_623.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_590.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_150.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_628.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_234.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_304.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_372.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_394.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_526.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_633.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_019.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_155.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_581.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_145.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_072.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_225.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_340.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_345.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_645.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_142.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_010.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_237.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_274.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_259.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_149.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_654.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_550.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_347.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_226.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_156.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_124.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_699.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_007.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_060.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_253.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_428.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_414.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_525.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_175.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_401.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_117.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_193.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_004.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_575.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_303.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_058.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_587.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_042.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_200.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_032.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_546.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_050.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_488.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_424.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_052.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_198.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_033.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_513.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_132.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_691.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_565.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_315.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_511.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_510.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_194.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_087.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_457.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_243.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_445.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_131.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_044.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_201.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_101.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_641.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_475.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_375.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_483.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_108.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_585.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_528.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_176.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_480.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_242.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_504.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_322.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_078.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_030.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_648.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_076.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_348.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_144.jpg,desert,0,2
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_141.jpg,desert,0,5
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_556.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_659.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_022.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_578.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_576.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_377.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_171.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_353.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_095.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_325.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_697.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_679.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_148.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_542.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_091.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_003.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_314.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_136.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_700.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_607.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_582.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_169.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_059.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_187.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_656.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_312.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_456.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_024.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_067.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_670.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_664.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_557.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_495.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_057.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_197.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_151.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_552.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_354.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_490.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_068.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_140.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_548.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_166.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_686.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_153.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_448.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_210.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_053.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_268.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_468.jpg,desert,0,3
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_216.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_635.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_449.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_437.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_610.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_313.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_138.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_061.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_588.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_663.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_317.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_130.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_204.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_126.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_230.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_339.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_502.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_461.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_026.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_342.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_597.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_209.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_184.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_497.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_666.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_517.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_360.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_541.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_111.jpg,desert,0,4
/Users/cristianion/Desktop/satimg_data/NWPU-RESISC45/desert/desert_305.jpg,desert,0,4
